wall_clock,entity_id,seq,t_publish_ms,t_orion_ms,t_crate_ms,backlog_ms
1788197422.234,SynthZone:0003,5,1.4,117.7,695.1,577.4
1788197430.183,SynthZone:0001,5,1.3,116.2,122.9,6.7
1788197432.648,SynthZone:0002,5,0.5,106.3,108.9,2.6
1788197473.587,SynthZone:0003,10,1.3,116.4,642.4,525.9
1788197483.626,SynthZone:0001,10,0.5,111.0,647.9,536.9
1788197484.621,SynthZone:0002,10,0.4,109.9,332.0,222.1
1788197524.77,SynthZone:0003,15,1.3,118.8,570.6,451.8
1788197533.763,SynthZone:0001,15,1.2,115.6,761.3,645.7
1788197535.738,SynthZone:0002,15,1.2,115.4,1186.5,1071.0
1788197575.948,SynthZone:0003,20,1.3,117.4,1084.4,967.0
1788197581.958,SynthZone:0001,20,0.5,106.6,531.3,424.7
1788197582.932,SynthZone:0002,20,1.1,111.2,531.8,420.7
1788197627.129,SynthZone:0003,25,1.1,116.0,740.2,624.2
1788197631.079,SynthZone:0001,25,1.1,113.0,752.4,639.4
1788197634.113,SynthZone:0002,25,1.1,116.7,647.8,531.1
1788197677.312,SynthZone:0003,30,1.4,115.9,271.7,155.9
1788197679.32,SynthZone:0001,30,0.4,105.7,426.7,321.0
1788197685.264,SynthZone:0002,30,1.0,115.2,225.1,109.8
1788197726.487,SynthZone:0003,35,1.4,117.4,719.9,602.5
1788197729.479,SynthZone:0001,35,1.3,112.3,750.2,637.9
1788197736.516,SynthZone:0002,35,1.0,114.3,967.5,853.2
1788197776.664,SynthZone:0003,40,1.3,117.6,471.1,353.5
1788197779.727,SynthZone:0001,40,1.1,114.8,757.7,642.9
1788197787.724,SynthZone:0002,40,1.1,115.6,653.4,537.8
1788197827.875,SynthZone:0001,45,1.0,114.4,936.6,822.2
1788197829.849,SynthZone:0003,45,1.2,117.8,335.7,217.9
1788197837.825,SynthZone:0002,45,1.3,111.5,428.0,316.5
1788197877.076,SynthZone:0001,50,1.3,117.2,833.2,716.0
1788197877.078,SynthZone:0003,50,0.7,112.8,783.7,670.9
1788197885.024,SynthZone:0002,50,1.2,116.0,973.2,857.1
1788197924.242,SynthZone:0001,55,1.3,118.4,373.3,254.9
1788197925.204,SynthZone:0003,55,1.4,110.6,113.1,2.5
1788197938.265,SynthZone:0002,55,1.4,116.5,865.0,748.6
1788197975.379,SynthZone:0001,60,1.1,111.6,431.3,319.6
1788197977.431,SynthZone:0003,60,0.5,106.4,423.4,316.9
